Array Design Name	Illumina HumanRef-6 Expression BeadChip
Provider	Jack Zhu(zhujack@mail.nih.gov)
Comment[ArrayExpressAccession]	A-GEOD-7306
Comment[SecondaryAccession]	GPL7306
Comment[Description]	Array Manufacturer: Illumina Inc., Distribution: custom-commercial, Technology: oligonucleotide beads, The Sentrix Human-6 BeadChip can be used to study expression of over 47,000 human transcripts. Researchers can generate whole-genome expression profiles for 6 samples in parallel on a single BeadChip. Array is composed of 3 micron features with average feature redundancy of 30-fold . All features are QCed by sequential hybridizations process called array decoding. Probes are fully screened all-full-length 50-mers. Assay requires 50-100ng of total RNA input. Array content is based on RefSeq and additional space is occupied by targets selected from Unigene build 163 and Gnomon databases.<br>Reporter Database Entry [genbank] = RefSeq identifier LINK_PRE:http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=
Comment[SubmittedName]	Illumina HumanRef-6 Expression BeadChip
Comment[Organism]	Homo sapiens
Comment[ArrayExpressReleaseDate]	2011-05-12
Printing Protocol	http://www.illumina.com/technology/platform/tech_plat_arraymfg.ilmn
Surface Type	
Substrate Type	
Term Source Name	genbank

Reporter Name	Comment[Target]	Reporter Database Entry [genbank]	Comment[SPOT_ID]
29068	hmm24433-S		Gnomon: hmm24433
29069	hmm24434-S		Gnomon: hmm24434
29070	hmm24435-S		Gnomon: hmm24435
29071	hmm24436-S		Gnomon: hmm24436
29072	hmm24437-S		Gnomon: hmm24437
29073	hmm24438-S		Gnomon: hmm24438
29074	hmm24439-S		Gnomon: hmm24439
29075	hmm24440-S		Gnomon: hmm24440
29076	hmm24441-S		Gnomon: hmm24441
29077	hmm24442-S		Gnomon: hmm24442
29078	hmm24443-S		Gnomon: hmm24443
29079	hmm24444-S		Gnomon: hmm24444
29080	hmm24445-S		Gnomon: hmm24445
29081	hmm24446-S		Gnomon: hmm24446
29082	hmm24447-S		Gnomon: hmm24447
29083	hmm24448-S		Gnomon: hmm24448
29084	hmm24449-S		Gnomon: hmm24449
29085	hmm24450-S		Gnomon: hmm24450
29086	hmm24451-S		Gnomon: hmm24451
29087	hmm24452-S		Gnomon: hmm24452
29088	hmm24453-S		Gnomon: hmm24453
29089	hmm24455-S		Gnomon: hmm24455
29090	hmm24456-S		Gnomon: hmm24456
29091	hmm24457-S		Gnomon: hmm24457
29092	hmm24459-S		Gnomon: hmm24459
29093	hmm24460-S		Gnomon: hmm24460
29094	hmm24461-S		Gnomon: hmm24461
29095	hmm24462-S		Gnomon: hmm24462
29096	hmm24463-S		Gnomon: hmm24463
29097	hmm24464-S		Gnomon: hmm24464
29098	hmm24465-S		Gnomon: hmm24465
29099	hmm24466-S		Gnomon: hmm24466
29100	hmm24468-S		Gnomon: hmm24468
29101	hmm24469-S		Gnomon: hmm24469
29102	hmm24471-S		Gnomon: hmm24471
29103	hmm24472-S		Gnomon: hmm24472
29104	hmm24473-S		Gnomon: hmm24473
29105	hmm24475-S		Gnomon: hmm24475
29106	hmm24476-S		Gnomon: hmm24476
29107	hmm24477-S		Gnomon: hmm24477
29108	hmm24478-S		Gnomon: hmm24478
29109	hmm24479-S		Gnomon: hmm24479
29110	hmm24480-S		Gnomon: hmm24480
29111	hmm24481-S		Gnomon: hmm24481
29112	hmm24482-S		Gnomon: hmm24482
29113	hmm24483-S		Gnomon: hmm24483
29114	hmm24484-S		Gnomon: hmm24484
29115	hmm24485-S		Gnomon: hmm24485
29116	hmm24486-S		Gnomon: hmm24486
29117	hmm24487-S		Gnomon: hmm24487
29118	hmm24488-S		Gnomon: hmm24488
29119	hmm24491-S		Gnomon: hmm24491
29120	hmm24493-S		Gnomon: hmm24493
29121	hmm24494-S		Gnomon: hmm24494
29122	hmm24495-S		Gnomon: hmm24495
29123	hmm24496-S		Gnomon: hmm24496
29124	hmm24498-S		Gnomon: hmm24498
29125	hmm24501-S		Gnomon: hmm24501
29126	hmm24502-S		Gnomon: hmm24502
29127	hmm24504-S		Gnomon: hmm24504
29128	hmm24505-S		Gnomon: hmm24505
29129	hmm24506-S		Gnomon: hmm24506
29130	hmm24507-S		Gnomon: hmm24507
29131	hmm24508-S		Gnomon: hmm24508
29132	hmm24509-S		Gnomon: hmm24509
29133	hmm24510-S		Gnomon: hmm24510
29134	hmm24511-S		Gnomon: hmm24511
29135	hmm24512-S		Gnomon: hmm24512
29136	hmm24513-S		Gnomon: hmm24513
29137	hmm24516-S		Gnomon: hmm24516
29138	hmm24517-S		Gnomon: hmm24517
29139	hmm24518-S		Gnomon: hmm24518
29140	hmm24519-S		Gnomon: hmm24519
29141	hmm24520-S		Gnomon: hmm24520
29142	hmm24521-S		Gnomon: hmm24521
29143	hmm24522-S		Gnomon: hmm24522
29144	hmm24525-S		Gnomon: hmm24525
29145	hmm24526-S		Gnomon: hmm24526
29146	hmm24528-S		Gnomon: hmm24528
29147	hmm24529-S		Gnomon: hmm24529
29148	hmm24531-S		Gnomon: hmm24531
29149	hmm24537-S		Gnomon: hmm24537
29150	hmm24539-S		Gnomon: hmm24539
29151	hmm24540-S		Gnomon: hmm24540
29152	hmm24542-S		Gnomon: hmm24542
29153	hmm24545-S		Gnomon: hmm24545
29154	hmm24546-S		Gnomon: hmm24546
29155	hmm24549-S		Gnomon: hmm24549
29156	hmm24550-S		Gnomon: hmm24550
29157	hmm24551-S		Gnomon: hmm24551
29158	hmm24553-S		Gnomon: hmm24553
29159	hmm24554-S		Gnomon: hmm24554
29160	hmm24555-S		Gnomon: hmm24555
29161	hmm24556-S		Gnomon: hmm24556
29162	hmm24557-S		Gnomon: hmm24557
29163	hmm24558-S		Gnomon: hmm24558
29164	hmm24565-S		Gnomon: hmm24565
29165	hmm24566-S		Gnomon: hmm24566
29166	hmm24567-S		Gnomon: hmm24567
29167	hmm24570-S		Gnomon: hmm24570
29168	hmm24572-S		Gnomon: hmm24572
29169	hmm24573-S		Gnomon: hmm24573
29170	hmm24574-S		Gnomon: hmm24574
29171	hmm24576-S		Gnomon: hmm24576
29172	hmm24577-S		Gnomon: hmm24577
29173	hmm24579-S		Gnomon: hmm24579
29174	hmm24582-S		Gnomon: hmm24582
29175	hmm24584-S		Gnomon: hmm24584
29176	hmm24587-S		Gnomon: hmm24587
29177	hmm24591-S		Gnomon: hmm24591
29178	hmm24592-S		Gnomon: hmm24592
29179	hmm24596-S		Gnomon: hmm24596
29180	hmm24598-S		Gnomon: hmm24598
29181	hmm24599-S		Gnomon: hmm24599
29182	hmm24600-S		Gnomon: hmm24600
29183	hmm24602-S		Gnomon: hmm24602
29184	hmm24605-S		Gnomon: hmm24605
29185	hmm24606-S		Gnomon: hmm24606
29186	hmm24607-S		Gnomon: hmm24607
29187	hmm24608-S		Gnomon: hmm24608
29188	hmm24611-S		Gnomon: hmm24611
29189	hmm24612-S		Gnomon: hmm24612
29190	hmm24613-S		Gnomon: hmm24613
29191	hmm24615-S		Gnomon: hmm24615
29192	hmm24620-S		Gnomon: hmm24620
29193	hmm24626-S		Gnomon: hmm24626
29194	hmm24635-S		Gnomon: hmm24635
29195	hmm24636-S		Gnomon: hmm24636
29196	hmm24639-S		Gnomon: hmm24639
29197	hmm24640-S		Gnomon: hmm24640
29198	hmm24651-S		Gnomon: hmm24651
29199	hmm24652-S		Gnomon: hmm24652
29200	hmm24653-S		Gnomon: hmm24653
29201	hmm24654-S		Gnomon: hmm24654
29202	hmm24658-S		Gnomon: hmm24658
29203	hmm24665-S		Gnomon: hmm24665
29204	hmm24670-S		Gnomon: hmm24670
29205	hmm24671-S		Gnomon: hmm24671
29206	hmm24672-S		Gnomon: hmm24672
29207	hmm24673-S		Gnomon: hmm24673
29208	hmm24674-S		Gnomon: hmm24674
29209	hmm24676-S		Gnomon: hmm24676
29210	hmm24680-S		Gnomon: hmm24680
29211	hmm24683-S		Gnomon: hmm24683
29212	hmm24684-S		Gnomon: hmm24684
29213	hmm24688-S		Gnomon: hmm24688
29214	hmm24691-S		Gnomon: hmm24691
29215	hmm24692-S		Gnomon: hmm24692
29216	hmm24697-S		Gnomon: hmm24697
29217	hmm24698-S		Gnomon: hmm24698
29218	hmm24707-S		Gnomon: hmm24707
29219	hmm24711-S		Gnomon: hmm24711
29220	hmm24715-S		Gnomon: hmm24715
29221	hmm24716-S		Gnomon: hmm24716
29222	hmm24719-S		Gnomon: hmm24719
29223	hmm24725-S		Gnomon: hmm24725
29224	hmm24729-S		Gnomon: hmm24729
29225	hmm24730-S		Gnomon: hmm24730
29226	hmm24741-S		Gnomon: hmm24741
29227	hmm24743-S		Gnomon: hmm24743
29228	hmm24744-S		Gnomon: hmm24744
29229	hmm24746-S		Gnomon: hmm24746
29230	hmm24752-S		Gnomon: hmm24752
29231	hmm24753-S		Gnomon: hmm24753
29232	hmm24754-S		Gnomon: hmm24754
29233	hmm24755-S		Gnomon: hmm24755
29234	hmm24759-S		Gnomon: hmm24759
29235	hmm24760-S		Gnomon: hmm24760
29236	hmm24763-S		Gnomon: hmm24763
29237	hmm24765-S		Gnomon: hmm24765
29238	hmm24774-S		Gnomon: hmm24774
29239	hmm24775-S		Gnomon: hmm24775
29240	hmm24776-S		Gnomon: hmm24776
29241	hmm24777-S		Gnomon: hmm24777
29242	hmm24779-S		Gnomon: hmm24779
29243	hmm24783-S		Gnomon: hmm24783
29244	hmm24784-S		Gnomon: hmm24784
29245	hmm24785-S		Gnomon: hmm24785
29246	hmm24787-S		Gnomon: hmm24787
29247	hmm24789-S		Gnomon: hmm24789
29248	hmm24790-S		Gnomon: hmm24790
29249	hmm24791-S		Gnomon: hmm24791
29250	hmm24792-S		Gnomon: hmm24792
29251	hmm24793-S		Gnomon: hmm24793
29252	hmm24794-S		Gnomon: hmm24794
29253	hmm24795-S		Gnomon: hmm24795
29254	hmm24796-S		Gnomon: hmm24796
29255	hmm24797-S		Gnomon: hmm24797
29256	hmm24798-S		Gnomon: hmm24798
29257	hmm24799-S		Gnomon: hmm24799
29258	hmm24802-S		Gnomon: hmm24802
29259	hmm24803-S		Gnomon: hmm24803
29260	hmm24804-S		Gnomon: hmm24804
29261	hmm24805-S		Gnomon: hmm24805
29262	hmm24809-S		Gnomon: hmm24809
29263	hmm24810-S		Gnomon: hmm24810
29264	hmm24811-S		Gnomon: hmm24811
29265	hmm24812-S		Gnomon: hmm24812
29266	hmm24814-S		Gnomon: hmm24814
29267	hmm24815-S		Gnomon: hmm24815
29268	hmm24816-S		Gnomon: hmm24816
29269	hmm24817-S		Gnomon: hmm24817
29270	hmm24818-S		Gnomon: hmm24818
29271	hmm24819-S		Gnomon: hmm24819
29272	hmm24820-S		Gnomon: hmm24820
29273	hmm24821-S		Gnomon: hmm24821
29274	hmm24823-S		Gnomon: hmm24823
29275	hmm24826-S		Gnomon: hmm24826
29276	hmm24827-S		Gnomon: hmm24827
29277	hmm24828-S		Gnomon: hmm24828
29278	hmm24829-S		Gnomon: hmm24829
29279	hmm24830-S		Gnomon: hmm24830
29280	hmm24837-S		Gnomon: hmm24837
29281	hmm24840-S		Gnomon: hmm24840
29282	hmm24847-S		Gnomon: hmm24847
29283	hmm24853-S		Gnomon: hmm24853
29284	hmm24854-S		Gnomon: hmm24854
29285	hmm24856-S		Gnomon: hmm24856
29286	hmm24857-S		Gnomon: hmm24857
29287	hmm24859-S		Gnomon: hmm24859
29288	hmm24860-S		Gnomon: hmm24860
29289	hmm24861-S		Gnomon: hmm24861
29290	hmm24863-S		Gnomon: hmm24863
29291	hmm24868-S		Gnomon: hmm24868
29292	hmm24869-S		Gnomon: hmm24869
29293	hmm24870-S		Gnomon: hmm24870
29294	hmm24871-S		Gnomon: hmm24871
29295	hmm24872-S		Gnomon: hmm24872
29296	hmm24873-S		Gnomon: hmm24873
29297	hmm24875-S		Gnomon: hmm24875
29298	hmm24877-S		Gnomon: hmm24877
29299	hmm24878-S		Gnomon: hmm24878
29300	hmm24881-S		Gnomon: hmm24881
29301	hmm24884-S		Gnomon: hmm24884
29302	hmm24886-S		Gnomon: hmm24886
29303	hmm24887-S		Gnomon: hmm24887
29304	hmm24888-S		Gnomon: hmm24888
29305	hmm24890-S		Gnomon: hmm24890
29306	hmm24892-S		Gnomon: hmm24892
29307	hmm24894-S		Gnomon: hmm24894
29308	hmm24900-S		Gnomon: hmm24900
29309	hmm24902-S		Gnomon: hmm24902
29310	hmm24904-S		Gnomon: hmm24904
29311	hmm24906-S		Gnomon: hmm24906
29312	hmm24908-S		Gnomon: hmm24908
29313	hmm24914-S		Gnomon: hmm24914
29314	hmm24915-S		Gnomon: hmm24915
29315	hmm24916-S		Gnomon: hmm24916
29316	hmm24917-S		Gnomon: hmm24917
29317	hmm24919-S		Gnomon: hmm24919
29318	hmm24920-S		Gnomon: hmm24920
29319	hmm24921-S		Gnomon: hmm24921
29320	hmm24922-S		Gnomon: hmm24922
29321	hmm24924-S		Gnomon: hmm24924
29322	hmm24926-S		Gnomon: hmm24926
29323	hmm24927-S		Gnomon: hmm24927
29324	hmm24929-S		Gnomon: hmm24929
29325	hmm24930-S		Gnomon: hmm24930
29326	hmm24931-S		Gnomon: hmm24931
29327	hmm24932-S		Gnomon: hmm24932
29328	hmm24933-S		Gnomon: hmm24933
29329	hmm24934-S		Gnomon: hmm24934
29330	hmm24935-S		Gnomon: hmm24935
29331	hmm24936-S		Gnomon: hmm24936
29332	hmm24937-S		Gnomon: hmm24937
29333	hmm24938-S		Gnomon: hmm24938
29334	hmm24939-S		Gnomon: hmm24939
29335	hmm24940-S		Gnomon: hmm24940
29336	hmm24941-S		Gnomon: hmm24941
29337	hmm24942-S		Gnomon: hmm24942
29338	hmm24945-S		Gnomon: hmm24945
29339	hmm24946-S		Gnomon: hmm24946
29340	hmm24947-S		Gnomon: hmm24947
29341	hmm24949-S		Gnomon: hmm24949
29342	hmm24951-S		Gnomon: hmm24951
29343	hmm24952-S		Gnomon: hmm24952
29344	hmm24953-S		Gnomon: hmm24953
29345	hmm24955-S		Gnomon: hmm24955
29346	hmm24963-S		Gnomon: hmm24963
29347	hmm24965-S		Gnomon: hmm24965
29348	hmm24971-S		Gnomon: hmm24971
29349	hmm24973-S		Gnomon: hmm24973
29350	hmm24974-S		Gnomon: hmm24974
29351	hmm24975-S		Gnomon: hmm24975
29352	hmm24979-S		Gnomon: hmm24979
29353	hmm24982-S		Gnomon: hmm24982
29354	hmm24983-S		Gnomon: hmm24983
29355	hmm24985-S		Gnomon: hmm24985
29356	hmm24986-S		Gnomon: hmm24986
29357	hmm24989-S		Gnomon: hmm24989
29358	hmm24990-S		Gnomon: hmm24990
29359	hmm24991-S		Gnomon: hmm24991
29360	hmm24992-S		Gnomon: hmm24992
29361	hmm24993-S		Gnomon: hmm24993
29362	hmm25001-S		Gnomon: hmm25001
29363	hmm25002-S		Gnomon: hmm25002
29364	hmm25004-S		Gnomon: hmm25004
29365	hmm25005-S		Gnomon: hmm25005
29366	hmm25006-S		Gnomon: hmm25006
29367	hmm25007-S		Gnomon: hmm25007
29368	hmm25009-S		Gnomon: hmm25009
29369	hmm25011-S		Gnomon: hmm25011
29370	hmm25012-S		Gnomon: hmm25012
29371	hmm25013-S		Gnomon: hmm25013
29372	hmm25018-S		Gnomon: hmm25018
29373	hmm25020-S		Gnomon: hmm25020
29374	hmm25021-S		Gnomon: hmm25021
29375	hmm25022-S		Gnomon: hmm25022
29376	hmm25024-S		Gnomon: hmm25024
29377	hmm25025-S		Gnomon: hmm25025
29378	hmm25026-S		Gnomon: hmm25026
29379	hmm25027-S		Gnomon: hmm25027
29380	hmm25043-S		Gnomon: hmm25043
29381	hmm25044-S		Gnomon: hmm25044
29382	hmm25046-S		Gnomon: hmm25046
29383	hmm25048-S		Gnomon: hmm25048
29384	hmm25051-S		Gnomon: hmm25051
29385	hmm25054-S		Gnomon: hmm25054
29386	hmm25056-S		Gnomon: hmm25056
29387	hmm25057-S		Gnomon: hmm25057
29388	hmm25058-S		Gnomon: hmm25058
29389	hmm25059-S		Gnomon: hmm25059
29390	hmm25060-S		Gnomon: hmm25060
29391	hmm25063-S		Gnomon: hmm25063
29392	hmm25064-S		Gnomon: hmm25064
29393	hmm25067-S		Gnomon: hmm25067
29394	hmm25068-S		Gnomon: hmm25068
29395	hmm25074-S		Gnomon: hmm25074
29396	hmm25075-S		Gnomon: hmm25075
29397	hmm25077-S		Gnomon: hmm25077
29398	hmm25079-S		Gnomon: hmm25079
29399	hmm25080-S		Gnomon: hmm25080
29400	hmm25081-S		Gnomon: hmm25081
29401	hmm25083-S		Gnomon: hmm25083
29402	hmm25085-S		Gnomon: hmm25085
29403	hmm25087-S		Gnomon: hmm25087
29404	hmm25089-S		Gnomon: hmm25089
29405	hmm25090-S		Gnomon: hmm25090
29406	hmm25092-S		Gnomon: hmm25092
29407	hmm25094-S		Gnomon: hmm25094
29408	hmm25095-S		Gnomon: hmm25095
29409	hmm25096-S		Gnomon: hmm25096
29410	hmm25097-S		Gnomon: hmm25097
29411	hmm25099-S		Gnomon: hmm25099
29412	hmm25108-S		Gnomon: hmm25108
29413	hmm25112-S		Gnomon: hmm25112
29414	hmm25113-S		Gnomon: hmm25113
29415	hmm25116-S		Gnomon: hmm25116
29416	hmm25117-S		Gnomon: hmm25117
29417	hmm25119-S		Gnomon: hmm25119
29418	hmm25120-S		Gnomon: hmm25120
29419	hmm25121-S		Gnomon: hmm25121
29420	hmm25122-S		Gnomon: hmm25122
29421	hmm25123-S		Gnomon: hmm25123
29422	hmm25126-S		Gnomon: hmm25126
29423	hmm25128-S		Gnomon: hmm25128
29424	hmm25129-S		Gnomon: hmm25129
29425	hmm25132-S		Gnomon: hmm25132
29426	hmm25137-S		Gnomon: hmm25137
29427	hmm25143-S		Gnomon: hmm25143
29428	hmm25144-S		Gnomon: hmm25144
29429	hmm25146-S		Gnomon: hmm25146
29430	hmm25147-S		Gnomon: hmm25147
29431	hmm25148-S		Gnomon: hmm25148
29432	hmm25149-S		Gnomon: hmm25149
29433	hmm25150-S		Gnomon: hmm25150
29434	hmm25151-S		Gnomon: hmm25151
29435	hmm25158-S		Gnomon: hmm25158
29436	hmm25161-S		Gnomon: hmm25161
29437	hmm25162-S		Gnomon: hmm25162
29438	hmm25163-S		Gnomon: hmm25163
29439	hmm25164-S		Gnomon: hmm25164
29440	hmm25165-S		Gnomon: hmm25165
29441	hmm25167-S		Gnomon: hmm25167
29442	hmm25169-S		Gnomon: hmm25169
29443	hmm25170-S		Gnomon: hmm25170
29444	hmm25171-S		Gnomon: hmm25171
29445	hmm25173-S		Gnomon: hmm25173
29446	hmm25174-S		Gnomon: hmm25174
29447	hmm25176-S		Gnomon: hmm25176
29448	hmm25177-S		Gnomon: hmm25177
29449	hmm25178-S		Gnomon: hmm25178
29450	hmm25179-S		Gnomon: hmm25179
29451	hmm25180-S		Gnomon: hmm25180
29452	hmm25182-S		Gnomon: hmm25182
29453	hmm25183-S		Gnomon: hmm25183
29454	hmm25184-S		Gnomon: hmm25184
29455	hmm25185-S		Gnomon: hmm25185
29456	hmm25186-S		Gnomon: hmm25186
29457	hmm25187-S		Gnomon: hmm25187
29458	hmm25188-S		Gnomon: hmm25188
29459	hmm25190-S		Gnomon: hmm25190
29460	hmm25191-S		Gnomon: hmm25191
29461	hmm25192-S		Gnomon: hmm25192
29462	hmm25193-S		Gnomon: hmm25193
29463	hmm25198-S		Gnomon: hmm25198
29464	hmm25199-S		Gnomon: hmm25199
29465	hmm25200-S		Gnomon: hmm25200
29466	hmm25201-S		Gnomon: hmm25201
29467	hmm25202-S		Gnomon: hmm25202
29468	hmm25203-S		Gnomon: hmm25203
29469	hmm25205-S		Gnomon: hmm25205
29470	hmm25206-S		Gnomon: hmm25206
29471	hmm25207-S		Gnomon: hmm25207
29472	hmm25208-S		Gnomon: hmm25208
29473	hmm25209-S		Gnomon: hmm25209
29474	hmm25210-S		Gnomon: hmm25210
29475	hmm25213-S		Gnomon: hmm25213
29476	hmm25214-S		Gnomon: hmm25214
29477	hmm25215-S		Gnomon: hmm25215
29478	hmm25217-S		Gnomon: hmm25217
29479	hmm25218-S		Gnomon: hmm25218
29480	hmm25219-S		Gnomon: hmm25219
29481	hmm25220-S		Gnomon: hmm25220
29482	hmm25223-S		Gnomon: hmm25223
29483	hmm25224-S		Gnomon: hmm25224
29484	hmm25225-S		Gnomon: hmm25225
29485	hmm25226-S		Gnomon: hmm25226
29486	hmm25228-S		Gnomon: hmm25228
29487	hmm25229-S		Gnomon: hmm25229
29488	hmm2522-S		Gnomon: hmm2522
29489	hmm25231-S		Gnomon: hmm25231
29490	hmm25232-S		Gnomon: hmm25232
29491	hmm25233-S		Gnomon: hmm25233
29492	hmm25234-S		Gnomon: hmm25234
29493	hmm25237-S		Gnomon: hmm25237
29494	hmm25238-S		Gnomon: hmm25238
29495	hmm25243-S		Gnomon: hmm25243
29496	hmm25247-S		Gnomon: hmm25247
29497	hmm25249-S		Gnomon: hmm25249
29498	hmm25250-S		Gnomon: hmm25250
29499	hmm25252-S		Gnomon: hmm25252
29500	hmm25253-S		Gnomon: hmm25253
29501	hmm25254-S		Gnomon: hmm25254
29502	hmm25255-S		Gnomon: hmm25255
29503	hmm25256-S		Gnomon: hmm25256
29504	hmm25258-S		Gnomon: hmm25258
29505	hmm25259-S		Gnomon: hmm25259
29506	hmm25262-S		Gnomon: hmm25262
29507	hmm25263-S		Gnomon: hmm25263
29508	hmm25264-S		Gnomon: hmm25264
29509	hmm25265-S		Gnomon: hmm25265
29510	hmm25266-S		Gnomon: hmm25266
29511	hmm25268-S		Gnomon: hmm25268
29512	hmm25273-S		Gnomon: hmm25273
29513	hmm25278-S		Gnomon: hmm25278
29514	hmm25279-S		Gnomon: hmm25279
29515	hmm25287-S		Gnomon: hmm25287
29516	hmm25288-S		Gnomon: hmm25288
29517	hmm25289-S		Gnomon: hmm25289
29518	hmm25290-S		Gnomon: hmm25290
29519	hmm25293-S		Gnomon: hmm25293
29520	hmm25296-S		Gnomon: hmm25296
29521	hmm25297-S		Gnomon: hmm25297
29522	hmm25299-S		Gnomon: hmm25299
29523	hmm25301-S		Gnomon: hmm25301
29524	hmm25304-S		Gnomon: hmm25304
29525	hmm25308-S		Gnomon: hmm25308
29526	hmm25311-S		Gnomon: hmm25311
29527	hmm25313-S		Gnomon: hmm25313
29528	hmm25317-S		Gnomon: hmm25317
29529	hmm25318-S		Gnomon: hmm25318
29530	hmm25323-S		Gnomon: hmm25323
29531	hmm25324-S		Gnomon: hmm25324
29532	hmm25327-S		Gnomon: hmm25327
29533	hmm25328-S		Gnomon: hmm25328
29534	hmm25331-S		Gnomon: hmm25331
29535	hmm25332-S		Gnomon: hmm25332
29536	hmm25333-S		Gnomon: hmm25333
29537	hmm25335-S		Gnomon: hmm25335
29538	hmm25340-S		Gnomon: hmm25340
29539	hmm25343-S		Gnomon: hmm25343
29540	hmm25344-S		Gnomon: hmm25344
29541	hmm25345-S		Gnomon: hmm25345
29542	hmm25350-S		Gnomon: hmm25350
29543	hmm25351-S		Gnomon: hmm25351
29544	hmm25353-S		Gnomon: hmm25353
29545	hmm25354-S		Gnomon: hmm25354
29546	hmm25357-S		Gnomon: hmm25357
29547	hmm25358-S		Gnomon: hmm25358
29548	hmm25360-S		Gnomon: hmm25360
29549	hmm25361-S		Gnomon: hmm25361
29550	hmm25365-S		Gnomon: hmm25365
29551	hmm25366-S		Gnomon: hmm25366
29552	hmm25367-S		Gnomon: hmm25367
29553	hmm25371-S		Gnomon: hmm25371
29554	hmm25372-S		Gnomon: hmm25372
29555	hmm25374-S		Gnomon: hmm25374
29556	hmm25375-S		Gnomon: hmm25375
29557	hmm25377-S		Gnomon: hmm25377
29558	hmm25380-S		Gnomon: hmm25380
29559	hmm25383-S		Gnomon: hmm25383
29560	hmm25384-S		Gnomon: hmm25384
29561	hmm25386-S		Gnomon: hmm25386
29562	hmm25390-S		Gnomon: hmm25390
29563	hmm25392-S		Gnomon: hmm25392
29564	hmm25393-S		Gnomon: hmm25393
29565	hmm25395-S		Gnomon: hmm25395
29566	hmm25396-S		Gnomon: hmm25396
29567	hmm25397-S		Gnomon: hmm25397
29568	hmm25398-S		Gnomon: hmm25398
29569	hmm25400-S		Gnomon: hmm25400
29570	hmm25401-S		Gnomon: hmm25401
29571	hmm25403-S		Gnomon: hmm25403
29572	hmm25406-S		Gnomon: hmm25406
29573	hmm25409-S		Gnomon: hmm25409
29574	hmm25412-S		Gnomon: hmm25412
29575	hmm25414-S		Gnomon: hmm25414
29576	hmm25415-S		Gnomon: hmm25415
29577	hmm25419-S		Gnomon: hmm25419
29578	hmm25421-S		Gnomon: hmm25421
29579	hmm25424-S		Gnomon: hmm25424
29580	hmm25425-S		Gnomon: hmm25425
29581	hmm25426-S		Gnomon: hmm25426
29582	hmm25427-S		Gnomon: hmm25427
29583	hmm25433-S		Gnomon: hmm25433
29584	hmm25434-S		Gnomon: hmm25434
29585	hmm25435-S		Gnomon: hmm25435
29586	hmm25436-S		Gnomon: hmm25436
29587	hmm25437-S		Gnomon: hmm25437
29588	hmm25438-S		Gnomon: hmm25438
29589	hmm25440-S		Gnomon: hmm25440
29590	hmm25441-S		Gnomon: hmm25441
29591	hmm25445-S		Gnomon: hmm25445
29592	hmm25453-S		Gnomon: hmm25453
29593	hmm25454-S		Gnomon: hmm25454
29594	hmm25455-S		Gnomon: hmm25455
29595	hmm25456-S		Gnomon: hmm25456
29596	hmm25458-S		Gnomon: hmm25458
29597	hmm25461-S		Gnomon: hmm25461
29598	hmm25462-S		Gnomon: hmm25462
29599	hmm25471-S		Gnomon: hmm25471
29600	hmm25474-S		Gnomon: hmm25474
29601	hmm25479-S		Gnomon: hmm25479
29602	hmm25480-S		Gnomon: hmm25480
29603	hmm25481-S		Gnomon: hmm25481
29604	hmm25482-S		Gnomon: hmm25482
29605	hmm25484-S		Gnomon: hmm25484
29606	hmm25485-S		Gnomon: hmm25485
29607	hmm25488-S		Gnomon: hmm25488
29608	hmm25495-S		Gnomon: hmm25495
29609	hmm25498-S		Gnomon: hmm25498
29610	hmm25501-S		Gnomon: hmm25501
29611	hmm25503-S		Gnomon: hmm25503
29612	hmm25504-S		Gnomon: hmm25504
29613	hmm25505-S		Gnomon: hmm25505
29614	hmm25518-S		Gnomon: hmm25518
29615	hmm25519-S		Gnomon: hmm25519
29616	hmm25520-S		Gnomon: hmm25520
29617	hmm25521-S		Gnomon: hmm25521
29618	hmm25522-S		Gnomon: hmm25522
29619	hmm25523-S		Gnomon: hmm25523
29620	hmm25525-S		Gnomon: hmm25525
29621	hmm25527-S		Gnomon: hmm25527
29622	hmm25528-S		Gnomon: hmm25528
29623	hmm25529-S		Gnomon: hmm25529
29624	hmm25530-S		Gnomon: hmm25530
29625	hmm25532-S		Gnomon: hmm25532
29626	hmm25533-S		Gnomon: hmm25533
29627	hmm25534-S		Gnomon: hmm25534
29628	hmm25535-S		Gnomon: hmm25535
29629	hmm25536-S		Gnomon: hmm25536
29630	hmm25537-S		Gnomon: hmm25537
29631	hmm25539-S		Gnomon: hmm25539
29632	hmm25540-S		Gnomon: hmm25540
29633	hmm25543-S		Gnomon: hmm25543
29634	hmm25544-S		Gnomon: hmm25544
29635	hmm25545-S		Gnomon: hmm25545
29636	hmm25546-S		Gnomon: hmm25546
29637	hmm25547-S		Gnomon: hmm25547
29638	hmm25548-S		Gnomon: hmm25548
29639	hmm25549-S		Gnomon: hmm25549
29640	hmm25550-S		Gnomon: hmm25550
29641	hmm25551-S		Gnomon: hmm25551
29642	hmm25552-S		Gnomon: hmm25552
29643	hmm25553-S		Gnomon: hmm25553
29644	hmm25555-S		Gnomon: hmm25555
29645	hmm25557-S		Gnomon: hmm25557
29646	hmm25558-S		Gnomon: hmm25558
29647	hmm25559-S		Gnomon: hmm25559
29648	hmm25562-S		Gnomon: hmm25562
